,Category,Year,Zipcode,no crime of type,no in zipcode total,no in year total,% in zipcode total,% of type
359,ASSAULT,2003,94131.0,221,2282,149145,0.0153005464481,0.0968448729185
360,ASSAULT,2003,94132.0,228,3250,149145,0.0217908746522,0.0701538461538
361,ASSAULT,2003,94133.0,450,4755,149145,0.0318817258373,0.0946372239748
362,ASSAULT,2003,94134.0,623,4546,149145,0.030480404975,0.137043554773
363,ASSAULT,2003,94158.0,48,803,149145,0.00538402226022,0.0597758405978
364,ASSAULT,2004,94005.0,2,23,148110,0.000155289987172,0.0869565217391
365,ASSAULT,2004,94014.0,10,145,148110,0.000979002093039,0.0689655172414
366,ASSAULT,2004,94102.0,1595,17564,148110,0.118587536291,0.0908107492598
367,ASSAULT,2004,94103.0,1239,17094,148110,0.115414219161,0.0724815724816
368,ASSAULT,2004,94104.0,64,1013,148110,0.00683951117413,0.0631786771964
369,ASSAULT,2004,94105.0,178,2317,148110,0.0156437782729,0.0768234786362
370,ASSAULT,2004,94107.0,541,6778,148110,0.0457632840456,0.0798170551785
371,ASSAULT,2004,94108.0,269,4166,148110,0.0281277428938,0.064570331253
372,ASSAULT,2004,94109.0,1008,12175,148110,0.0822024171224,0.0827926078029
373,ASSAULT,2004,94110.0,1612,17392,148110,0.117426237256,0.0926862925483
374,ASSAULT,2004,94111.0,184,2222,148110,0.0150023631085,0.0828082808281
375,ASSAULT,2004,94112.0,808,7734,148110,0.0522179461211,0.104473752263
376,ASSAULT,2004,94114.0,321,4069,148110,0.0274728242522,0.0788891619563
377,ASSAULT,2004,94115.0,590,5844,148110,0.0394571602188,0.100958247775
378,ASSAULT,2004,94116.0,199,2608,148110,0.0176085341976,0.0763036809816
379,ASSAULT,2004,94117.0,456,5510,148110,0.0372020795355,0.0827586206897
380,ASSAULT,2004,94118.0,297,4011,148110,0.027081223415,0.0740463724757
381,ASSAULT,2004,94121.0,237,2870,148110,0.0193774897036,0.0825783972125
382,ASSAULT,2004,94122.0,312,3996,148110,0.0269799473364,0.0780780780781
383,ASSAULT,2004,94123.0,162,2905,148110,0.0196138005536,0.0557659208262
384,ASSAULT,2004,94124.0,1206,10905,148110,0.0736277091351,0.110591471802
385,ASSAULT,2004,94127.0,109,1370,148110,0.00924988184457,0.0795620437956
386,ASSAULT,2004,94129.0,5,78,148110,0.000526635608669,0.0641025641026
387,ASSAULT,2004,94131.0,204,2388,148110,0.0161231517116,0.0854271356784
388,ASSAULT,2004,94132.0,193,3129,148110,0.0211261899939,0.0616810482582
389,ASSAULT,2004,94133.0,420,4821,148110,0.0325501316589,0.0871188550093
390,ASSAULT,2004,94134.0,641,4401,148110,0.0297144014584,0.145648716201
391,ASSAULT,2004,94158.0,33,561,148110,0.00378772533927,0.0588235294118
392,ASSAULT,2005,0.0,2,21,142112,0.000147770772349,0.0952380952381
393,ASSAULT,2005,94005.0,3,33,142112,0.000232211213691,0.0909090909091
394,ASSAULT,2005,94014.0,22,183,142112,0.00128771673047,0.120218579235
395,ASSAULT,2005,94102.0,1498,16717,142112,0.117632571493,0.0896093796734
396,ASSAULT,2005,94103.0,1265,16612,142112,0.116893717631,0.0761497712497
397,ASSAULT,2005,94104.0,84,986,142112,0.00693818959694,0.0851926977688
398,ASSAULT,2005,94105.0,167,2215,142112,0.0155862981311,0.07539503386
399,ASSAULT,2005,94107.0,448,6896,142112,0.0485251069579,0.0649651972158
400,ASSAULT,2005,94108.0,214,3880,142112,0.0273024093673,0.0551546391753
401,ASSAULT,2005,94109.0,877,11877,142112,0.0835749268183,0.0738401953355
402,ASSAULT,2005,94110.0,1419,16092,142112,0.11323463184,0.0881804623415
403,ASSAULT,2005,94111.0,138,1893,142112,0.0133204796217,0.0729001584786
404,ASSAULT,2005,94112.0,710,7662,142112,0.0539152217969,0.092665100496
405,ASSAULT,2005,94114.0,305,3920,142112,0.0275838775051,0.077806122449
406,ASSAULT,2005,94115.0,474,6001,142112,0.0422272573745,0.0789868355274
407,ASSAULT,2005,94116.0,216,2685,142112,0.0188935487503,0.0804469273743
408,ASSAULT,2005,94117.0,426,5508,142112,0.038758162576,0.0773420479303
409,ASSAULT,2005,94118.0,250,3799,142112,0.0267324363882,0.0658067912609
410,ASSAULT,2005,94121.0,173,2428,142112,0.0170851159649,0.0712520593081
411,ASSAULT,2005,94122.0,290,3759,142112,0.0264509682504,0.0771481777068
412,ASSAULT,2005,94123.0,157,3022,142112,0.0212649178113,0.0519523494375
413,ASSAULT,2005,94124.0,1021,9893,142112,0.0696141071831,0.103204285859
414,ASSAULT,2005,94127.0,85,1258,142112,0.00885217293402,0.0675675675676
415,ASSAULT,2005,94129.0,2,72,142112,0.000506642648052,0.0277777777778
416,ASSAULT,2005,94131.0,164,2153,142112,0.0151500225175,0.0761727821644
417,ASSAULT,2005,94132.0,174,2961,142112,0.0208356789011,0.0587639311044
418,ASSAULT,2005,94133.0,459,4897,142112,0.034458736771,0.0937308556259
419,ASSAULT,2005,94134.0,535,4240,142112,0.0298356226075,0.126179245283
420,ASSAULT,2005,94158.0,19,446,142112,0.00313836973655,0.042600896861
421,ASSAULT,2006,94005.0,1,19,137853,0.000137827976178,0.0526315789474
422,ASSAULT,2006,94014.0,25,154,137853,0.00111713201744,0.162337662338
423,ASSAULT,2006,94102.0,1695,16965,137853,0.123065874519,0.0999115826702
424,ASSAULT,2006,94103.0,1332,16543,137853,0.120004642627,0.0805174394004
425,ASSAULT,2006,94104.0,74,904,137853,0.00655771002445,0.0818584070796
426,ASSAULT,2006,94105.0,183,2293,137853,0.0166336604934,0.0798081116441
427,ASSAULT,2006,94107.0,491,5766,137853,0.0418271637179,0.0851543531044
428,ASSAULT,2006,94108.0,232,3837,137853,0.0278339970839,0.0604639040917
429,ASSAULT,2006,94109.0,924,11966,137853,0.0868026085758,0.0772187865619
430,ASSAULT,2006,94110.0,1479,15373,137853,0.111517340936,0.0962076367658
431,ASSAULT,2006,94111.0,146,1996,137853,0.0144791916026,0.0731462925852
432,ASSAULT,2006,94112.0,707,7200,137853,0.0522295488673,0.0981944444444
433,ASSAULT,2006,94114.0,346,3762,137853,0.0272899392831,0.0919723551302
434,ASSAULT,2006,94115.0,526,6103,137853,0.044271796769,0.086187121088
435,ASSAULT,2006,94116.0,231,2396,137853,0.0173808332064,0.0964106844741
436,ASSAULT,2006,94117.0,405,5229,137853,0.0379317098649,0.0774526678141
437,ASSAULT,2006,94118.0,265,3523,137853,0.0255562084249,0.0752199829691
438,ASSAULT,2006,94121.0,172,2058,137853,0.0149289460512,0.0835762876579
439,ASSAULT,2006,94122.0,308,3395,137853,0.0246276831117,0.0907216494845
440,ASSAULT,2006,94123.0,187,2671,137853,0.019375711809,0.0700112317484
441,ASSAULT,2006,94124.0,1168,10290,137853,0.0746447302561,0.113508260447
442,ASSAULT,2006,94127.0,94,1314,137853,0.00953189266828,0.0715372907154
443,ASSAULT,2006,94129.0,3,76,137853,0.00055131190471,0.0394736842105
444,ASSAULT,2006,94131.0,194,2066,137853,0.0149869788833,0.0939012584705
445,ASSAULT,2006,94132.0,191,2797,137853,0.0202897289141,0.0682874508402
446,ASSAULT,2006,94133.0,471,4831,137853,0.0350445764691,0.0974953425792
447,ASSAULT,2006,94134.0,573,3966,137853,0.0287697765011,0.14447806354
448,ASSAULT,2006,94158.0,26,343,137853,0.0024881576752,0.0758017492711
449,ASSAULT,2007,94005.0,2,33,137639,0.000239757626835,0.0606060606061
450,ASSAULT,2007,94014.0,29,168,137639,0.00122058428207,0.172619047619
451,ASSAULT,2007,94102.0,1841,19282,137639,0.140091107898,0.0954776475469
452,ASSAULT,2007,94103.0,1436,17163,137639,0.124695762102,0.083668356348
453,ASSAULT,2007,94104.0,78,860,137639,0.00624822906298,0.0906976744186
454,ASSAULT,2007,94105.0,173,2205,137639,0.0160201687022,0.0784580498866
455,ASSAULT,2007,94107.0,498,5786,137639,0.0420375039051,0.0860698237124
456,ASSAULT,2007,94108.0,247,3863,137639,0.028066173105,0.0639399430494
457,ASSAULT,2007,94109.0,951,11842,137639,0.0860366611208,0.08030738051
458,ASSAULT,2007,94110.0,1547,15374,137639,0.111697992575,0.100624430857
459,ASSAULT,2007,94111.0,133,1918,137639,0.013935003887,0.0693430656934
460,ASSAULT,2007,94112.0,781,7442,137639,0.0540689775427,0.104944907283
461,ASSAULT,2007,94114.0,313,3288,137639,0.023888578092,0.0951946472019
462,ASSAULT,2007,94115.0,456,5152,137639,0.0374312513169,0.0885093167702
463,ASSAULT,2007,94116.0,214,2164,137639,0.0157222880143,0.0988909426987
464,ASSAULT,2007,94117.0,324,4945,137639,0.0359273171122,0.0655207280081
465,ASSAULT,2007,94118.0,251,3605,137639,0.0261917043861,0.069625520111
466,ASSAULT,2007,94121.0,206,2210,137639,0.0160564956153,0.0932126696833
467,ASSAULT,2007,94122.0,272,3210,137639,0.0233218782467,0.0847352024922
468,ASSAULT,2007,94123.0,177,2623,137639,0.0190570986421,0.0674799847503
469,ASSAULT,2007,94124.0,1118,9743,137639,0.0707866229775,0.1147490506
470,ASSAULT,2007,94127.0,79,1075,137639,0.00781028632873,0.073488372093
471,ASSAULT,2007,94129.0,3,77,137639,0.000559434462616,0.038961038961
472,ASSAULT,2007,94131.0,157,1727,137639,0.0125473158044,0.0909090909091
473,ASSAULT,2007,94132.0,161,2459,137639,0.0178655758906,0.0654737698251
474,ASSAULT,2007,94133.0,459,4891,137639,0.0355349864501,0.0938458392967
475,ASSAULT,2007,94134.0,583,4081,137639,0.0296500265186,0.142857142857
476,ASSAULT,2007,94158.0,29,422,137639,0.00306599147044,0.0687203791469
477,ASSAULT,2008,0.0,1,37,141311,0.000261833827515,0.027027027027
478,ASSAULT,2008,94005.0,4,26,141311,0.000183991338254,0.153846153846
479,ASSAULT,2008,94014.0,32,162,141311,0.00114640756912,0.197530864198
480,ASSAULT,2008,94102.0,1747,20964,141311,0.148353631352,0.0833333333333
481,ASSAULT,2008,94103.0,1368,16126,141311,0.114117089257,0.0848319484063
482,ASSAULT,2008,94104.0,74,925,141311,0.00654584568788,0.08
483,ASSAULT,2008,94105.0,205,2334,141311,0.0165167609033,0.0878320479863
484,ASSAULT,2008,94107.0,502,6110,141311,0.0432379644897,0.0821603927987
485,ASSAULT,2008,94108.0,259,3970,141311,0.0280940620334,0.0652392947103
486,ASSAULT,2008,94109.0,1016,11796,141311,0.0834754548478,0.0861308918277
487,ASSAULT,2008,94110.0,1632,16644,141311,0.117782762842,0.0980533525595
488,ASSAULT,2008,94111.0,168,1996,141311,0.014124873506,0.0841683366733
489,ASSAULT,2008,94112.0,748,7208,141311,0.0510080602359,0.103773584906
490,ASSAULT,2008,94114.0,323,3511,141311,0.0248459072542,0.0919965821703
491,ASSAULT,2008,94115.0,477,5271,141311,0.037300705536,0.0904951622083
492,ASSAULT,2008,94116.0,207,2571,141311,0.0181939127173,0.0805134189032
493,ASSAULT,2008,94117.0,333,4681,141311,0.0331255174756,0.0711386455885
494,ASSAULT,2008,94118.0,255,3537,141311,0.0250298985925,0.0720949957591
495,ASSAULT,2008,94121.0,226,2483,141311,0.0175711728032,0.0910189287153
496,ASSAULT,2008,94122.0,301,3687,141311,0.0260913870824,0.0816381882289
497,ASSAULT,2008,94123.0,188,2764,141311,0.0195596945744,0.068017366136
498,ASSAULT,2008,94124.0,1127,9864,141311,0.0698034830976,0.114253852393
499,ASSAULT,2008,94127.0,81,1094,141311,0.00774178938653,0.0740402193784
500,ASSAULT,2008,94131.0,161,1773,141311,0.0125467939509,0.0908065425832
501,ASSAULT,2008,94132.0,192,2446,141311,0.0173093389757,0.0784955028618
502,ASSAULT,2008,94133.0,504,4857,141311,0.0343709973038,0.103767757875
503,ASSAULT,2008,94134.0,527,4017,141311,0.0284266617602,0.131192432163
504,ASSAULT,2008,94158.0,23,389,141311,0.00275279348388,0.0591259640103
505,ASSAULT,2009,0.0,2,32,139860,0.0002288002288,0.0625
506,ASSAULT,2009,94014.0,23,169,139860,0.00120835120835,0.136094674556
507,ASSAULT,2009,94015.0,2,12,139860,8.58000858001e-05,0.166666666667
508,ASSAULT,2009,94102.0,1644,21141,139860,0.151158301158,0.0777635873421
509,ASSAULT,2009,94103.0,1299,16786,139860,0.12002002002,0.0773859168355
510,ASSAULT,2009,94104.0,75,950,139860,0.00679250679251,0.0789473684211
511,ASSAULT,2009,94105.0,175,2493,139860,0.017824967825,0.070196550341
512,ASSAULT,2009,94107.0,534,5780,139860,0.041327041327,0.0923875432526
513,ASSAULT,2009,94108.0,249,3872,139860,0.0276848276848,0.0643078512397
514,ASSAULT,2009,94109.0,1028,11604,139860,0.0829686829687,0.0885901413306
515,ASSAULT,2009,94110.0,1534,15629,139860,0.111747461747,0.0981508733764
516,ASSAULT,2009,94111.0,146,1918,139860,0.0137137137137,0.0761209593326
517,ASSAULT,2009,94112.0,761,7206,139860,0.051522951523,0.105606439079
518,ASSAULT,2009,94114.0,321,3570,139860,0.0255255255255,0.0899159663866
519,ASSAULT,2009,94115.0,409,4848,139860,0.0346632346632,0.0843646864686
520,ASSAULT,2009,94116.0,208,2323,139860,0.0166094666095,0.0895393887215
521,ASSAULT,2009,94117.0,382,5175,139860,0.0370012870013,0.0738164251208
522,ASSAULT,2009,94118.0,299,3751,139860,0.0268196768197,0.0797120767795
523,ASSAULT,2009,94121.0,205,2315,139860,0.0165522665523,0.0885529157667
524,ASSAULT,2009,94122.0,254,3338,139860,0.0238667238667,0.0760934691432
525,ASSAULT,2009,94123.0,188,2895,139860,0.0206992706993,0.0649395509499
526,ASSAULT,2009,94124.0,1176,9583,139860,0.0685185185185,0.122717311907
527,ASSAULT,2009,94127.0,84,1239,139860,0.00885885885886,0.0677966101695
528,ASSAULT,2009,94129.0,1,31,139860,0.00022165022165,0.0322580645161
529,ASSAULT,2009,94131.0,139,1754,139860,0.0125411125411,0.0792474344356
530,ASSAULT,2009,94132.0,187,2500,139860,0.017875017875,0.0748
531,ASSAULT,2009,94133.0,446,4645,139860,0.0332117832118,0.0960172228202
532,ASSAULT,2009,94134.0,483,3843,139860,0.0274774774775,0.125683060109
533,ASSAULT,2009,94158.0,30,419,139860,0.00299585299585,0.0715990453461
534,ASSAULT,2010,0.0,1,49,133525,0.000366972477064,0.0204081632653
535,ASSAULT,2010,94005.0,6,44,133525,0.000329526305935,0.136363636364
536,ASSAULT,2010,94014.0,19,162,133525,0.00121325594458,0.117283950617
537,ASSAULT,2010,94102.0,1611,17621,133525,0.131967796293,0.0914250042563
538,ASSAULT,2010,94103.0,1565,18562,133525,0.139015165699,0.084312035341
539,ASSAULT,2010,94104.0,76,926,133525,0.00693503089309,0.0820734341253
540,ASSAULT,2010,94105.0,169,2725,133525,0.0204081632653,0.0620183486239
541,ASSAULT,2010,94107.0,563,6198,133525,0.0464182737315,0.0908357534689
542,ASSAULT,2010,94108.0,240,3838,133525,0.0287436809586,0.0625325690464
543,ASSAULT,2010,94109.0,950,10601,133525,0.0793933720277,0.0896141873408
544,ASSAULT,2010,94110.0,1394,14683,133525,0.109964426137,0.094939726214
545,ASSAULT,2010,94111.0,138,1704,133525,0.0127616551208,0.080985915493
546,ASSAULT,2010,94112.0,811,7030,133525,0.0526493166074,0.115362731152
547,ASSAULT,2010,94114.0,348,3488,133525,0.0261224489796,0.0997706422018
548,ASSAULT,2010,94115.0,379,4630,133525,0.0346751544655,0.0818574514039
549,ASSAULT,2010,94116.0,201,2046,133525,0.015322973226,0.0982404692082
550,ASSAULT,2010,94117.0,306,4520,133525,0.0338513387006,0.0676991150442
551,ASSAULT,2010,94118.0,256,3474,133525,0.0260175997004,0.0736902705815
552,ASSAULT,2010,94121.0,238,2355,133525,0.0176371466018,0.101061571125
553,ASSAULT,2010,94122.0,306,3123,133525,0.0233888784872,0.0979827089337
554,ASSAULT,2010,94123.0,187,2358,133525,0.0176596143044,0.079304495335
555,ASSAULT,2010,94124.0,1199,9626,133525,0.0720913686576,0.12455848743
556,ASSAULT,2010,94127.0,66,1011,133525,0.00757161580228,0.0652818991098
557,ASSAULT,2010,94129.0,3,30,133525,0.000224677026774,0.1
558,ASSAULT,2010,94131.0,138,1786,133525,0.0133757723273,0.0772676371781
559,ASSAULT,2010,94132.0,220,2289,133525,0.0171428571429,0.0961118392311
560,ASSAULT,2010,94133.0,460,4242,133525,0.0317693315858,0.10843941537
561,ASSAULT,2010,94134.0,508,3910,133525,0.0292829058229,0.129923273657
562,ASSAULT,2010,94158.0,30,488,133525,0.00365474630219,0.0614754098361
563,ASSAULT,2011,0.0,1,69,132699,0.000519973775236,0.0144927536232
564,ASSAULT,2011,94005.0,6,27,132699,0.000203467999005,0.222222222222
565,ASSAULT,2011,94014.0,22,168,132699,0.00126602310492,0.130952380952
566,ASSAULT,2011,94102.0,1623,16828,132699,0.126813314343,0.096446398859
567,ASSAULT,2011,94103.0,1598,17178,132699,0.129450862478,0.0930259634416
568,ASSAULT,2011,94104.0,83,986,132699,0.0074303498896,0.0841784989858
569,ASSAULT,2011,94105.0,229,3031,132699,0.0228411668513,0.0755526228967
570,ASSAULT,2011,94107.0,519,5922,132699,0.0446273144485,0.0876393110436
571,ASSAULT,2011,94108.0,251,4097,132699,0.0308743848861,0.0612643397608
572,ASSAULT,2011,94109.0,921,9883,132699,0.0744768234877,0.0931903268238
573,ASSAULT,2011,94110.0,1412,14232,132699,0.107250243031,0.0992130410343
574,ASSAULT,2011,94111.0,164,1762,132699,0.013278170898,0.0930760499432
575,ASSAULT,2011,94112.0,704,6655,132699,0.0501510938289,0.105785123967
576,ASSAULT,2011,94114.0,302,3739,132699,0.0281765499363,0.0807702594277
577,ASSAULT,2011,94115.0,443,5289,132699,0.0398571202496,0.0837587445642
578,ASSAULT,2011,94116.0,186,2302,132699,0.0173475308782,0.0807993049522
579,ASSAULT,2011,94117.0,308,4691,132699,0.0353506808642,0.0656576422938
580,ASSAULT,2011,94118.0,229,3387,132699,0.0255239300974,0.0676114555654
581,ASSAULT,2011,94121.0,225,2446,132699,0.0184326935395,0.0919869174162
582,ASSAULT,2011,94122.0,275,3502,132699,0.0263905530562,0.0785265562536
583,ASSAULT,2011,94123.0,161,2474,132699,0.0186436973903,0.0650767987065
584,ASSAULT,2011,94124.0,1273,9933,132699,0.0748536160785,0.128158663042
585,ASSAULT,2011,94127.0,90,1188,132699,0.00895259195623,0.0757575757576
586,ASSAULT,2011,94131.0,133,1841,132699,0.0138735031914,0.0722433460076
587,ASSAULT,2011,94132.0,193,2474,132699,0.0186436973903,0.0780113177041
588,ASSAULT,2011,94133.0,427,4551,132699,0.0342956616101,0.0938255328499
589,ASSAULT,2011,94134.0,475,3686,132699,0.0277771497901,0.128865979381
590,ASSAULT,2011,94158.0,28,317,132699,0.00238886502536,0.0883280757098
591,ASSAULT,2012,94005.0,1,37,140856,0.000262679616062,0.027027027027
592,ASSAULT,2012,94014.0,20,179,140856,0.00127080138581,0.111731843575
593,ASSAULT,2012,94015.0,1,14,140856,9.93922871585e-05,0.0714285714286
594,ASSAULT,2012,94102.0,1493,16918,140856,0.120108479582,0.0882492020333
595,ASSAULT,2012,94103.0,1490,17623,140856,0.125113591185,0.0845486012597
596,ASSAULT,2012,94104.0,82,1128,140856,0.00800817856534,0.072695035461
597,ASSAULT,2012,94105.0,196,3034,140856,0.0215397285171,0.0646011865524
598,ASSAULT,2012,94107.0,514,7084,140856,0.0502924973022,0.0725578769057
599,ASSAULT,2012,94108.0,253,4366,140856,0.0309961946953,0.0579477782868
600,ASSAULT,2012,94109.0,877,10246,140856,0.0727409553019,0.085594378294
601,ASSAULT,2012,94110.0,1594,14572,140856,0.103453172034,0.109387867142
602,ASSAULT,2012,94111.0,144,1970,140856,0.013985914693,0.0730964467005
603,ASSAULT,2012,94112.0,739,6870,140856,0.0487732151985,0.107569141194
604,ASSAULT,2012,94114.0,334,4245,140856,0.0301371613563,0.0786808009423
605,ASSAULT,2012,94115.0,437,5571,140856,0.03955103084,0.0784419314306
606,ASSAULT,2012,94116.0,175,2342,140856,0.0166269097518,0.0747224594364
607,ASSAULT,2012,94117.0,284,5558,140856,0.0394587380019,0.0510975170925
608,ASSAULT,2012,94118.0,256,4185,140856,0.0297111944113,0.0611708482676
609,ASSAULT,2012,94121.0,201,2699,140856,0.0191614130743,0.0744720266765
610,ASSAULT,2012,94122.0,308,3481,140856,0.0247131822571,0.0884803217466
611,ASSAULT,2012,94123.0,190,2804,140856,0.019906855228,0.067760342368
612,ASSAULT,2012,94124.0,1206,10123,140856,0.0718677230647,0.11913464388
613,ASSAULT,2012,94127.0,92,1244,140856,0.00883171465894,0.0739549839228
614,ASSAULT,2012,94131.0,126,2028,140856,0.0143976827398,0.0621301775148
615,ASSAULT,2012,94132.0,201,2922,140856,0.0207445902198,0.0687885010267
616,ASSAULT,2012,94133.0,445,5137,140856,0.0364698699381,0.0866264356628
617,ASSAULT,2012,94134.0,505,3832,140856,0.0272050888851,0.131784968685
618,ASSAULT,2012,94158.0,17,500,140856,0.00354972454138,0.034
619,ASSAULT,2013,94005.0,1,23,152811,0.000150512724869,0.0434782608696
620,ASSAULT,2013,94014.0,23,163,152811,0.00106667713712,0.141104294479
621,ASSAULT,2013,94102.0,1760,18855,152811,0.123387714235,0.0933439405993
622,ASSAULT,2013,94103.0,1456,20595,152811,0.134774329073,0.0706967710609
623,ASSAULT,2013,94104.0,84,1145,152811,0.00749291608588,0.0733624454148
624,ASSAULT,2013,94105.0,208,3334,152811,0.0218178010745,0.0623875224955
625,ASSAULT,2013,94107.0,518,7546,152811,0.0493812618202,0.0686456400742
626,ASSAULT,2013,94108.0,262,4795,152811,0.0313786311195,0.0546402502607
627,ASSAULT,2013,94109.0,974,11301,152811,0.0739541001629,0.0861870630918
628,ASSAULT,2013,94110.0,1651,16090,152811,0.105293467093,0.102610316967
629,ASSAULT,2013,94111.0,123,2114,152811,0.0138340826249,0.058183538316
630,ASSAULT,2013,94112.0,682,7781,152811,0.0509191092264,0.0876494023904
631,ASSAULT,2013,94114.0,362,4601,152811,0.0301090890054,0.0786785481417
